Ano;Veículo;Título;Autores;Número;Volume;Local;Página Inicial;Página Final
2015;NL;Versatile incremental contingency;2262346136725360;32;;Angelastad;187;277
2014;WRaP;Down-sized global success;3998492042499790,6832903342497770,2637674440233374;11;;Andersonhaven;832;929
2016;GVaR;Switchable multimedia frame;2629063971493209,4993909389282629;30;47;;187;881
2014;WRaP;Proactive directional hub;9770465873129031,1674773401625827,6328867226130339;46;;Millermouth;251;984
2013;JRaH;Optimized cohesive concept;5327108447296812,6328867226130339;19;;Davidberg;111;786
2015;NL;Phased needs-based service-desk;1965133409445603;36;;Lisamouth;403;528
2013;BI;Extended bottom-line implementation;1582807585616034;47;;West Cindy;322;810
2014;S;Operative holistic portal;6557680333178323,9941630418391841,2447378201037990;16;;Port Davidside;168;664
2015;SI;Synchronized intangible support;9129638715325223,4671743840601591,6268449287730388;1;23;;233;590
2013;VGaA;Vision-oriented disintermediate circuit;8293148607193232,6328867226130339,5649357631317748;41;14;;345;932
2013;PI;Assimilated incremental moratorium;5649357631317748,6301301076316618;33;21;;378;616
2016;F;Customizable analyzing superstructure;2046442917813182,8021345340262535;45;;West Amy;300;827
2015;PI;Assimilated encompassing hardware;4478081765633457;24;25;;490;968
2014;ML;Horizontal discrete definition;7412604949576097;11;24;;213;979
2015;WL;User-centric real-time monitoring;8041631349517756;41;19;;285;861
2014;FSaG;Seamless transitional definition;1582807585616034;25;43;;194;334
2016;B;Programmable system-worthy throughput;9129638715325223,3144341430664049,1088342601060931;37;;Katieport;54;645
2014;HL;Reactive interactive hardware;6193227499902560,6301301076316618,2629063971493209;2;13;;177;664
2016;A;Horizontal composite system engine;9941630418391841,1638745937944369,5239942509087044;18;;South Cynthiaport;640;656
2013;HP;Vision-oriented local contingency;5893293071812901,4993909389282629;32;19;;46;746
2015;BG;Focused needs-based budgetary management;7186917466536994,9941630418391841;21;20;;335;674
2015;PMaH;Triple-buffered uniform circuit;1638745937944369,4744077090897343;42;12;;612;744
2014;FSaG;Seamless didactic capacity;4993909389282629;18;29;;383;699
2013;TG;Implemented asymmetric function;1135004726057093,9941630418391841,8293148607193232;15;;South Kelly;163;220
2014;VGaA;Down-sized static structure;5327108447296812;3;13;;86;500
2016;NL;Open-source bottom-line hardware;2503751282303117,2618873884046651,7089503135500102;5;;New Teresaberg;53;655
2014;AaS;Secured upward-trending time-frame;1088342601060931,7882810928845952;43;;Guzmanshire;297;777
2013;N;Inverse national paradigm;2137128760644423;12;;Dawntown;571;576
2015;BI;Pre-emptive executive hierarchy;3722297188543195,1750367399155058;35;;Boydhaven;198;749
2014;TG;Reverse-engineered explicit database;2447378201037990,5262528182041271;26;;Port Brendaborough;300;564
2016;WL;Optional web-enabled application;7882810928845952,5262540415992174;6;26;;144;784
2016;B;Optimized global framework;2137128760644423;40;;New Michaelton;85;523
2014;MI;User-centric zero administration benchmark;2904391767971119;2;;Thomasstad;847;958
2015;YI;Universal exuding interface;9722744349841064;47;20;;38;498
2014;ZG;Secured client-driven hub;1638745937944369;30;39;;812;833
2014;ML;Switchable tertiary leverage;7089503135500102,5485081027172277;32;15;;234;623
2014;NaS;Future-proofed client-driven adapter;5327108447296812,7931231762362917,6328867226130339;2;42;;610;826
2016;AaS;Seamless value-added projection;8533292199274586;13;;South Abigail;201;954
2015;BP;Seamless maximized Local Area Network;8748367107449062;28;5;;365;969
2014;B;Cross-platform responsive strategy;6413140277984870;40;;Matthewfurt;571;574
2016;T;Polarized high-level website;8936625000762564,2922930725706889;21;1;;199;613
2015;GVaR;Exclusive systematic support;6328867226130339;36;11;;206;500
2016;TG;Team-oriented secondary Graphic Interface;2348327453231091,1965133409445603;12;;Garciaburgh;115;242
2016;N;Visionary coherent alliance;7882810928845952;17;;Lake Juliebury;529;976
2016;GVaR;User-centric composite approach;5262528182041271,6268449287730388;40;8;;280;290
2014;RaS;Reduced tertiary attitude;7159346387032080,7514631069021629,1088342601060931;2;;Josephfort;360;368
2016;M;Business-focused client-server definition;9357483591910432,2629063971493209;41;3;;18;169
2013;A;Decentralized bandwidth-monitored knowledgebase;6193227499902560,7683234841793745;40;;Lake Caitlintown;211;370
2016;PI;Sharable intangible analyzer;7931231762362917;11;6;;125;640
2016;YI;Enterprise-wide national methodology;7532796691578058;1;49;;384;729
2014;BP;Optimized multi-tasking database;1088342601060931,7043858660461973;4;26;;186;615
2013;VGaA;Function-based demand-driven flexibility;6337438064578677;48;29;;616;640
2014;M;Switchable value-added data-warehouse;6413140277984870;25;28;;399;925
2016;Z;Centralized executive concept;1965133409445603,9977073232858875;29;;Joyhaven;421;650
2013;A;Visionary systematic installation;4541272142642528,6891679769008337;4;;New Sarahmouth;82;151
2013;RL;Reduced heuristic matrix;1674773401625827,9407289539669638,1135004726057093;50;;East Monicaberg;426;745
2013;WL;Cross-group contextually-based application;6301301076316618,9655811696159994,8021345340262535;19;3;;76;745
2015;A;Robust well-modulated algorithm;9821346348660847;35;;Michaelview;315;994
2014;W;Centralized non-volatile infrastructure;2143271149416300,9477538211420820;36;;East Catherine;51;472
2014;RaS;Ameliorated mission-critical info-mediaries;7412604949576097,1582807585616034;49;;New Rachel;505;957
2016;NaS;Optional hybrid attitude;6413140277984870,6601376839046843,2629063971493209;14;22;;897;969
2013;ZG;Monitored grid-enabled project;9977073232858875;42;23;;55;533
2013;FSaG;Horizontal reciprocal extranet;9770465873129031,2503751282303117,9477538211420820;29;26;;98;831
2016;BWaH;Seamless needs-based website;6301301076316618,5893293071812901;10;;Grahamport;156;979
2013;HL;Extended global solution;6832903342497770,2143271149416300,8936625000762564;44;30;;818;856
2015;AHaP;Adaptive exuding project;8031405438641992,7931231762362917,5239942509087044;13;49;;107;499
2015;Z;Right-sized dedicated toolset;8031405438641992;6;;North Dianeview;188;470
2013;MI;Decentralized empowering contingency;5244357431315552;38;;Ronaldville;26;496
2014;CMaR;Diverse multi-state functionalities;6268449287730388,5239942509087044;45;;Garrettton;33;241
2013;TG;Enhanced bandwidth-monitored algorithm;2275799333779168,7159346387032080,2487313480315695;32;;South Robertview;631;779
2014;H;Optimized tertiary moderator;4744077090897343;42;;South Lauramouth;532;854
2016;A;Up-sized systematic core;2137128760644423,2487313480315695;49;;Port Jill;22;996
2015;D;Polarized contextually-based portal;2503751282303117,2447378201037990;42;22;;426;531
2014;AHaM;Customizable static monitoring;5700469223617587,2354218094325113;5;3;;607;766
2014;PI;Advanced secondary function;8845454042159474,4541272142642528;8;21;;540;608
2014;G;Proactive 4thgeneration orchestration;9129638715325223,6301301076316618;28;3;;188;768
2016;VGaA;Universal zero administration help-desk;5327108447296812;29;4;;785;992
2016;AHaP;Cross-group 24hour Graphic Interface;3722297188543195,9722744349841064,6268449287730388;15;39;;351;811
2014;HaS;User-friendly bi-directional productivity;4671743840601591,3227445512800622;31;46;;161;605
2016;GVaR;Assimilated asymmetric service-desk;6328867226130339,2637674440233374;13;18;;406;553
2014;H;Synergistic eco-centric contingency;8845454042159474;4;;Websterfurt;7;672
2016;JHaP;Networked intermediate moderator;1135004726057093;48;49;;256;702
2014;HKaT;Reverse-engineered national flexibility;9606486478028672,2922930725706889,9611539741215920;4;;North Jennifer;4;303
2014;Z;Pre-emptive didactic superstructure;2680213629710193;41;;South Jesse;348;782
2014;TG;Public-key asynchronous service-desk;8533292199274586,9941630418391841;6;;Matthewborough;22;67
2016;HKaT;Grass-roots 4thgeneration conglomeration;2487313480315695,9264876264363724,6601376839046843;26;;Jacquelinestad;186;728
2015;D;Front-line demand-driven synergy;8031405438641992,4993909389282629,8305208133103079;19;21;;42;749
2016;WRaP;Operative impactful algorithm;7683234841793745;20;;Hayleytown;176;423
2014;S;Face-to-face global encoding;7043858660461973,2354218094325113,2262346136725360;4;;Kaiserhaven;267;639
2015;RaS;Business-focused neutral data-warehouse;3722297188543195,5485081027172277,8845454042159474;24;;Martinezview;206;812
2015;VGaA;Universal tangible solution;5262528182041271;40;32;;224;573
2014;RL;Expanded non-volatile synergy;8293148607193232;16;;Fernandoton;197;365
2014;HaS;Intuitive neutral frame;2137128760644423,3144341430664049,4671743840601591;40;8;;87;703
2013;NaS;Enhanced systematic complexity;8748367107449062;34;17;;314;531
2016;HBaF;Fully-configurable 4thgeneration adapter;9407289539669638,8748367107449062;6;;Ritamouth;7;755
2013;JRaH;User-centric user-facing knowledgebase;8031324513185618,2143271149416300,2697688583917184;44;;Lake Jennaport;274;544
2014;HP;User-centric radical circuit;2137128760644423,9357483591910432;18;35;;6;294
2015;HBaF;Cloned 4thgeneration superstructure;6557680333178323;22;;New Johnburgh;289;362
2016;MI;Pre-emptive uniform paradigm;2697688583917184,5649357631317748;20;;South Marychester;336;605
2014;AHaM;Proactive client-server support;9129638715325223,4478081765633457,8041631349517756;38;9;;108;652
2013;HaS;Ameliorated tertiary paradigm;2503751282303117,6301301076316618;9;13;;71;787
2013;MI;Innovative contextually-based software;5893293071812901;3;;West Jonathanchester;219;389
2015;FI;Streamlined tangible Graphical User Interface;5262528182041271,6557680333178323,7338126532305121;45;42;;885;888
2015;G;Public-key incremental orchestration;8293148607193232,3235375320367048,2697688583917184;33;7;;597;796
2015;HL;Expanded object-oriented complexity;6337438064578677,8021345340262535;1;42;;77;463
2015;N;Re-engineered executive hardware;2680213629710193,7532796691578058;44;;Hunterchester;446;755
2013;NaS;Vision-oriented value-added data-warehouse;6557680333178323,9407289539669638;33;45;;806;862
2014;N;Quality-focused modular middleware;2137128760644423,5893293071812901;10;;Christinetown;31;199
2016;F;Profit-focused 3rdgeneration contingency;7412604949576097;9;;Changtown;565;853
2013;LI;Assimilated context-sensitive toolset;9979662463574292;12;8;;358;998
2015;P;Vision-oriented actuating moratorium;2262346136725360,1674773401625827;27;36;;476;674
2014;ZG;Inverse tertiary moratorium;1965133409445603,6413140277984870,8031405438641992;10;36;;124;459
2015;S;Team-oriented disintermediate infrastructure;3998492042499790,8845454042159474;4;;North Jodi;118;577
2014;HP;Automated dynamic leverage;7159346387032080;24;7;;785;899
2014;D;Vision-oriented eco-centric system engine;4671743840601591,8533292199274586;16;31;;539;978
2016;BP;Integrated national workforce;9885156202210321,8031324513185618;29;27;;497;728
2015;AHaP;Triple-buffered modular adapter;1750367399155058,7043858660461973,8031405438641992;22;6;;690;732
2015;FI;Adaptive hybrid time-frame;4993909389282629,3722297188543195;48;33;;452;501
2015;RL;Phased client-server challenge;2697688583917184,7338126532305121,6601376839046843;10;;West Josephberg;511;681
2013;Z;Integrated context-sensitive service-desk;5510528010958883,4744077090897343;31;;Andersonbury;293;387
2016;HaS;Profound intangible open system;2354218094325113;41;41;;151;219
2014;H;Cross-group bandwidth-monitored toolset;5485081027172277;14;;New Danielle;310;944
2013;BP;Optional exuding benchmark;9941630418391841,8031324513185618;8;39;;8;734
2014;HL;Synergistic actuating strategy;3235375320367048,4671743840601591,2354218094325113;37;22;;426;458
2015;HBaF;Down-sized client-driven synergy;6268449287730388,9979662463574292;42;;Port Dylan;464;482
2014;NaS;Customer-focused encompassing system engine;4744077090897343;27;20;;188;624
2013;J;Enhanced reciprocal Graphical User Interface;8533292199274586,4478081765633457;3;;Wagnerton;206;974
2015;BP;Vision-oriented tangible Graphic Interface;3235375320367048;44;8;;437;596
2014;AaS;Digitized intangible paradigm;2680213629710193,8305208133103079;48;;New Jamesborough;576;920
2014;N;Horizontal interactive paradigm;5954767672734150;11;;North Tarafort;169;698
2013;RaS;Profit-focused web-enabled Local Area Network;9979662463574292;44;;Williamchester;35;480
2013;PI;Enterprise-wide eco-centric core;5510528010958883,5262540415992174,9264287531729077;23;6;;195;955
2015;FSaG;Front-line grid-enabled monitoring;7882810928845952,5244357431315552,9838454792036006;12;38;;120;257
2014;PI;Customer-focused real-time productivity;5893293071812901,8936625000762564;9;21;;633;765
2015;FSaG;Multi-layered content-based budgetary management;7186917466536994,1638745937944369;23;10;;126;292
2015;BI;Total methodical utilization;1135004726057093,6268449287730388,2904391767971119;37;;Yorkberg;829;901
2016;BP;Proactive incremental orchestration;5327108447296812,6557680333178323,7186917466536994;10;40;;101;705
2013;W;Customer-focused zero administration moderator;2354218094325113,2697688583917184;46;;North Tanya;258;535
2014;T;Integrated demand-driven encoding;2262346136725360,1582807585616034;17;12;;476;890
2016;ML;Enterprise-wide scalable help-desk;6832903342497770,7043858660461973,2487313480315695;7;27;;772;967
2013;W;Automated maximized workforce;5244357431315552;31;;South Molly;961;983
2014;MP;Sharable bandwidth-monitored encryption;6601376839046843,1965133409445603;13;19;;898;995
2015;BI;Progressive asymmetric data-warehouse;2637674440233374,8041631349517756;17;;Lake Nicholas;188;694
2016;H;Secured holistic hierarchy;1088342601060931,9264287531729077,8041631349517756;49;;Port Janiceshire;883;931
2015;MI;Robust object-oriented portal;3227445512800622,8305208133103079,2447378201037990;30;;Kimfurt;305;546
2014;HL;Programmable content-based concept;9264287531729077,4736383437295147;8;35;;606;688
2015;AaS;Balanced global framework;4671743840601591;30;;Nathanville;5;545
2015;MI;Quality-focused zero tolerance encoding;1674773401625827;28;;Aimeechester;511;539
2015;HBaF;Mandatory full-range architecture;5244357431315552,1135004726057093,2262346136725360;47;;Lake Allison;290;879
2014;BG;Public-key methodical capacity;9821346348660847,9264876264363724,4744077090897343;3;14;;227;431
2015;BWaH;Realigned zero tolerance pricing structure;9129638715325223;24;;Port John;839;917
2013;RL;Persistent interactive leverage;5700469223617587;27;;Davidbury;261;845
